2026-03-24 02:12:06 - Suspensos: 1 revendedores, 2 usuários
2026-03-31 19:06:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:07:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:08:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:09:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:10:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:11:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:12:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:13:24 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:13:25 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:37:39 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:37:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:37:59 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:38:34 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:38:45 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:39:33 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:39:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:40:03 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:40:13 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:40:23 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:40:33 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:40:43 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:40:53 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:41:03 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:56:01 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:57:09 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 19:57:11 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:11:10 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:11:20 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:11:30 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:11:40 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:11:50 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:12:00 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:12:10 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:12:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:13:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:14:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:15:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:15:50 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:16:17 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:16:27 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:16:38 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:16:48 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:16:58 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:17:08 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:17:18 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:17:28 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:17:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:18:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:19:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:20:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:21:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:22:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:23:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:24:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:25:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:26:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:27:38 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:28:15 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:28:26 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:28:36 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:28:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:28:56 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:29:06 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:29:16 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:29:26 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:29:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:30:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:31:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:32:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:33:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:34:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:35:52 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:36:51 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:37:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:38:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:39:28 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:39:51 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:40:01 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:40:11 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:40:38 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:53:01 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:53:11 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:53:20 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:53:35 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:53:45 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:54:00 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:54:10 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:54:20 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:54:30 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:54:43 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:54:53 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:55:03 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:55:13 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:55:23 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:55:33 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:55:43 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:55:53 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:56:04 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:56:14 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:56:24 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:56:34 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:56:44 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:56:54 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:57:03 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:57:25 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:57:35 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:57:45 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:57:55 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:58:05 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:58:15 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:58:25 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:58:35 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:58:45 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:58:55 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:59:11 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:59:21 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:59:31 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:59:41 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 20:59:51 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:00:01 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:00:26 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:00:39 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:00:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:00:59 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:01:09 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:01:19 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:01:29 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:01:39 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:01:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:01:59 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:02:09 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:02:19 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:02:29 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:02:40 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:02:50 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:03:00 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:03:10 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:13:07 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:13:18 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:19:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:19:56 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:20:06 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:20:16 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:20:26 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:20:36 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:20:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:20:56 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:21:19 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:22:02 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:22:12 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:22:22 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:22:32 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:22:42 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:22:52 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:23:02 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:23:12 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:23:22 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:23:32 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:23:42 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:24:04 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:24:32 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:24:42 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:24:52 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:25:03 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:25:12 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:25:22 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:26:31 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:26:41 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:26:51 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:27:01 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:27:11 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:27:21 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:27:31 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:27:41 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:27:51 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:28:16 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:28:30 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:28:40 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:28:50 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:29:38 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:30:04 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:30:14 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:30:24 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:30:34 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:30:44 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:30:54 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:31:09 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:31:20 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:31:30 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:31:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:31:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:32:08 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:32:10 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:32:20 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:32:29 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:32:40 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:32:50 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:33:00 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:33:09 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:33:26 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:33:36 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:33:45 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:34:06 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:34:16 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:34:26 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:34:36 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:34:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:34:56 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:35:06 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:35:16 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:35:26 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:35:36 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:35:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:35:56 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:36:06 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:36:16 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:36:26 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:36:47 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:36:58 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:37:08 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:37:18 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:37:40 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:37:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:38:00 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:38:10 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:38:34 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:39:34 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:39:44 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:39:54 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:40:05 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:40:14 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:40:25 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:40:35 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:40:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:40:55 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:41:05 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:41:15 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:41:25 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:41:35 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:41:45 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:41:55 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:42:17 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:42:27 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:42:37 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:42:47 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:43:02 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:43:08 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:43:19 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:43:36 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:43:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:43:56 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:44:06 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:44:16 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:44:26 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:44:36 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:44:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:44:56 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:45:06 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:45:16 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:45:26 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:45:36 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:45:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:46:04 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:46:14 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:46:42 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:46:52 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:47:02 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:47:12 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:47:22 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:47:32 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:47:42 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:47:52 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:48:02 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:48:28 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:48:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:48:56 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:49:07 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:49:18 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:49:26 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:49:39 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:49:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:49:59 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:50:08 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:50:22 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:50:30 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:50:37 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:50:48 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:50:59 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:51:07 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:51:17 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:51:28 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:51:38 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:51:48 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:52:01 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:52:07 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:52:17 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:52:28 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:52:37 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:52:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:52:59 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:53:08 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:53:20 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:53:28 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:53:38 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:54:00 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:54:00 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:54:07 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:54:22 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:54:31 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:54:39 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:54:52 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:54:58 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:55:08 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:55:20 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:55:28 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:55:37 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:55:47 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:55:57 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:56:07 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:56:36 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:56:43 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:56:52 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:57:07 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:57:15 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:57:22 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:57:32 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:57:40 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:57:51 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:58:02 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:58:14 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:58:30 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:58:33 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:58:43 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:58:55 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:59:02 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:59:11 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:59:22 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:59:35 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:59:41 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 21:59:52 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:00:02 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:00:11 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:00:23 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:00:52 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:01:52 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:02:51 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:03:52 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:04:51 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:05:53 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:05:54 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:06:08 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:06:19 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:06:29 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:06:39 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:06:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:06:59 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:07:09 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:07:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:08:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:08:48 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:08:59 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:09:09 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:09:19 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:09:31 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:09:42 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:10:07 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:10:16 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:10:29 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:10:43 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:10:48 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:11:06 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:11:32 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:11:44 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:11:59 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:12:09 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:12:19 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:12:52 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:13:03 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:13:14 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:13:23 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:13:34 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:13:45 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:13:54 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:14:04 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:14:14 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:14:25 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:14:34 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:14:44 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:14:54 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:15:04 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:15:14 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:15:23 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:15:34 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:15:47 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:15:55 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:16:04 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:16:24 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:16:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:16:58 - Vencidos: 0 revendedores, 3 usuários
